,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Ratings Calculations,,,,,,,Ratings - Price,,,,,,,,,Ratings - Market,,,,,Ratings - Team,,,,,,,,,,,,,,,,Ratings - Business Model,,,,,,,,,Ratings - Performance,,,,,,,,Ratings - Diffrentiation ,,,,,,,,,Overall Ratings (Avg),,,Overall Ratings (Scaled Sum)
Iliass,1792754,ILLUSIO,2/25/2020 10:49 AM,Equifund CFP,https://equifundcfp.com/illusio/,https://www.sec.gov/Archives/edgar/data/1792754/000179275419000003/xslC_X01/primary_doc.xml,12/26/2020,"Illusio, Inc.",Illusio,Medical Device,MedTech,Early,Seed,RegCF,,Equity - Common,,,"$15,000,000",,,Recurring,B2B,High Growth,Yes,High,High,No,"$2,960,071,400",$1B-$5B,"$2,960,071,400",$1B-$5B,6.7%,0%-10%,3,High,High,Obviously better than others,High,Low,No,Yes,Yes,Yes,"$3,400","$50,586","$1,600,000",3.16%,Pre-Profit,,Yes,1,1,No,No,No,No,3,3,4,0,,9,0,0,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,0.00,0.00,51.00,35 - 54,3.16%,,4.5,,,,4.5,Equity - Common,28.6%,Early,,2.7,1.4,2.1,No,,1.9,1.0,1.0,1.3,35 - 54,67%,1,48%,3,10%,No,73%,No,No,No,,Recurring,37%,B2B,22%,High,56%,High,68%,,5.0,1.0,4.9,1.3,3.0,Pre-Profit,49%,,5.0,Yes,24%,High,46%,Low,17%,,,3.2,,15.9,4.4
Iliass,1801721,Roula,2/25/2020 12:12 PM,Microventures,https://app.microventures.com/crowdfunding/roula,https://www.sec.gov/Archives/edgar/data/1801721/000180172120000001/xslC_X01/primary_doc.xml,02/24/2020,Veltrav LLC,Roula.cc,"Leisure, Travel & Turism",MarketplaceTech,Early,Seed,RegCF,,Convertible Note,,,,"$3,200,000",20%,Transactional,B2C,Life Style,Yes,High,Low,No,"$3,401,700,000",$1B-$5B,"$34,017,000",$25M-$50M,17.6%,10%-20%,5,Low,Low,Similar to others,Low,Low,No,No,Yes,Yes,"$131,164","$1,246",$0,100.00%,Pre-Profit,,No,0,1,No,No,No,No,1,4,0,0,,2,2,0,51,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,0.00,51.00,35 - 54,100.00%,,4.9,3.1,,,4.0,Convertible Note,12.7%,Early,,1.3,1.7,1.5,No,,1.2,1.9,1.0,1.4,35 - 54,67%,1,48%,4,13%,No,73%,No,No,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,Low,54%,Low,17%,,,2.0,,9.9,2.0
Iliass,1777476,Mighty Quinn's Barbeque,02/25/2020 12:18 PM,SeedInvest,https://www.seedinvest.com/mightyquinns/series.b,https://www.sec.gov/Archives/edgar/data/1777476/000177747620000001/xslC_X01/primary_doc.xml,02/18/2020,Mighty Quinn's Holdings LLC,Mighty Quinn's Barbecue,Restaurants,Non-Tech,Early,Series B,RegCF,RegD 506(C),Convertible Note,,,,"$40,000,000",20%,Transactional,B2B/B2C,Life Style,Yes,Low,High,No,"$800,000,000,000",$500B-$1T,"$50,000,000,000",$50B-$100B,9.8%,0%-10%,1000,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$18,442,226","$195,878","$3,000,000",6.53%,Pre-Profit,,No,0,3,Yes,No,Yes,No,2,79,0,0,,20,3,1,42,No,,19,0,0,41,No,,8,0,0,43,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,3.00,1.00,42.00,35 - 54,6.53%,,3.7,3.1,,,3.4,Convertible Note,12.7%,Early,,3.9,1.4,2.7,No,,2.5,2.3,2.0,2.3,35 - 54,67%,3,6%,79,0%,Yes,27%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,High,68%,,5.0,5.0,4.7,1.5,4.1,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,2.7,,13.4,3.4
Iliass,1802465,Sienna Sauce,02/26/2020 10:07 AM,Republic,https://republic.co/sienna-sauce,https://www.sec.gov/Archives/edgar/data/1802465/000180246520000002/xslC_X01/primary_doc.xml,02/25/2020,Tyla-Simone's Wings LLC,Sienna Sauce,Food Production,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,Transactional,B2B/B2C,Life Style,No,High,Low,No,"$22,200,000,000",$10B-$25B,"$22,200,000,000",$10B-$25B,1.7%,0%-10%,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$191,851","$2,225","$35,000",6.36%,Pre-Profit,,No,0,1,No,Yes,Yes,No,1,2,0,0,,3,0,0,18,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,0.00,0.00,18.00,20 - 34,6.36%,,4.8,3.1,,,4.0,SAFE,36.5%,Early,,3.3,1.4,2.4,No,,1.3,1.0,1.0,1.1,20 - 34,22%,1,48%,2,14%,No,73%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,4.7,1.0,2.9,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,2.3,,11.4,2.6
Iliass,1795715,Skinz.gg,2/26/2020 10:14 AM,StartEngine,https://www.startengine.com/skinzgg,https://www.sec.gov/Archives/edgar/data/1795715/000166516020000155/xslC_X01/primary_doc.xml,2/24/2020,Skinz Inc,Skinz.gg,Cannabis and CBD,RetailTech,Early,Seed,RegCF,,Equity - Common,,,"$8,000,000",,,Transactional,B2C,Life Style,Yes,High,Low,No,"$553,700,000",$500M-$1B,"$184,566,667",$100M-$250M,33.5%,30%-40%,100,Low,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Revenue,,Yes,1,1,No,Yes,Yes,No,1,2,2,0,,1,1,0,44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,0.00,44.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,1.9,2.5,2.2,No,,1.1,1.4,1.0,1.2,35 - 54,67%,1,48%,2,14%,No,73%,Yes,Yes,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Revenue,22%,,1.0,No,76%,Low,54%,High,83%,,,2.0,,10.1,2.1
Iliass,1797565,Biopact,02/26/2020 3:28 PM,Equifund CFP,https://equifundcfp.com/biopact-ct/,https://www.sec.gov/Archives/edgar/data/1797565/000179756520000001/xslC_X01/primary_doc.xml,02/12/2020,"BioPact Cellular Transport, Inc.",BioPact CT,Biotechnology,BioTech,Early,Seed,RegCF,,Equity - Common,,,"$30,000,000",,,Recurring,B2B,High Growth,Yes,High,High,No,"$100,000,000,000",$100B-$250B,"$100,000,000,000",$100B-$250B,27.0%,20%-30%,50,High,Low,Obviously better than others,High,Low,Yes,Yes,No,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,1,No,No,No,Yes,1,4,0,0,,12,0,0,70,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,0.00,0.00,70.00,55+,100.00%,,4.0,,,,4.0,Equity - Common,28.6%,Early,,4.1,2.1,3.1,Yes,,2.1,1.0,1.0,1.4,55+,11%,1,48%,4,13%,No,73%,No,No,Yes,,Recurring,37%,B2B,22%,High,56%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Revenue,22%,,3.0,Yes,24%,High,46%,Low,17%,,,2.5,,12.5,3.0
Iliass,1800212,eCarra,02/27/2020 11:20 AM,WeFunder,https://wefunder.com/ecarra,https://www.sec.gov/Archives/edgar/data/1800212/000167025420000016/xslC_X01/primary_doc.xml,01/17/2020,"eCarra, LLC",eCarra,Transportation/Trucking/Railroad,MarketplaceTech,Early,Series A,RegCF,,SAFE,,,,"$1,000,000",0%,Transactional,B2B/B2C,High Growth,Yes,Low,High,No,"$87,099,440,000",$50B-$100B,"$87,099,440,000",$50B-$100B,19.2%,10%-20%,15,High,Low,Similar to others,High,High,Yes,No,Yes,Yes,"$72,715","$16,744","$344,000",4.87%,Pre-Profit,,Yes,1,2,Yes,No,Yes,No,2,7,1,1,,4,1,0,46,No,,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,2.00,0.00,46.00,35 - 54,4.87%,,5.0,1.0,,,3.0,SAFE,36.5%,Early,,3.9,1.7,2.8,Yes,,1.4,1.9,1.0,1.4,35 - 54,67%,2,41%,7,3%,Yes,27%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,High,68%,,5.0,1.0,4.8,1.1,3.0,Pre-Profit,49%,,3.0,No,76%,High,46%,High,83%,,,2.6,,13.2,3.3
Iliass,1674612,Zelgor,02/28/2020 11:03 AM,NetCapital,https://netcapital.com/companies/zelgor,https://www.sec.gov/Archives/edgar/data/1674612/000166919120000078/xslC_X01/primary_doc.xml,02/27/2020,Zelgor Inc,Zelgor,Computer Games,GamingTech,Early,Seed,RegCF,,Equity - Common,,,"$4,232,500",,,Transactional,B2C,High Growth,Yes,High,Low,No,"$49,000,000,000",$25B-$50B,"$49,000,000,000",$25B-$50B,2.9%,0%-10%,1000,Low,Low,Similar to others,Low,High,No,No,No,No,$0,"$2,890","$250,000",1.16%,Pre-Product,,Yes,1,1,No,No,No,No,2,4,2,2,,8,0,0,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,0.00,0.00,26.00,20 - 34,1.16%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,3.6,1.4,2.5,No,,1.8,1.0,1.0,1.3,20 - 34,22%,1,48%,4,13%,No,73%,No,No,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,1.0,1.0,5.0,1.0,2.0,Pre-Product,24%,,1.0,No,76%,Low,54%,High,83%,,,2.3,,11.6,2.7
Iliass,1800753,Reset IV,02/28/2020 11:07 AM,StartEngine,https://www.startengine.com/reset-iv,https://www.sec.gov/Archives/edgar/data/1800753/000166516020000164/xslC_X01/primary_doc.xml,2/27/2020,Reset IV Inc.,Reset IV,"Health, Welness & Fitness",HealthTech,Early,Series A,RegCF,,Equity - Common,,,"$10,000,000",,,Transactional,B2C,High Growth,Yes,High,Low,No,"$8,962,000,000",$5B-$10B,"$8,962,000,000",$5B-$10B,6.2%,0%-10%,10,High,Low,Obviously better than others,Low,Low,No,No,Yes,Yes,"$329,427",,$0,100.00%,Profitable,,No,0,1,No,No,No,No,2,7,1,0,,3,0,0,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,0.00,0.00,36.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,3.0,1.4,2.2,No,,1.3,1.0,1.0,1.1,35 - 54,67%,1,48%,7,3%,No,73%,No,No,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,5.0,1.1,1.0,1.0,2.0,Profitable,5%,,3.0,No,76%,Low,54%,Low,17%,,,2.6,,13.0,3.2
Iliass,1783128,Epilog AI,02/28/2020 11:13 AM,StartEngine,https://www.startengine.com/epilog,https://www.sec.gov/Archives/edgar/data/1783128/000166516020000167/xslC_X01/primary_doc.xml,2/27/2020,"Epilog Imaging Systems, Inc.",Epilog AI,Industrial Automation,AutomationTech,Early,Seed,RegCF,,Equity - Common,,,"$9,200,000",,,Transactional,B2B/B2C,High Growth,Yes,High,High,No,"$7,611,630,249",$5B-$10B,"$7,611,630,249",$5B-$10B,47.5%,40%-50%,6,High,High,Obviously better than others,High,Low,No,Yes,No,No,$0,"$5,089","$3,000,000",0.17%,Pre-Revenue,,Yes,1,2,Yes,No,No,No,2,4,0,0,,6,1,0,53,Yes,,6,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,1.00,0.00,40.50,35 - 54,0.17%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,3.0,2.8,2.9,No,,1.6,1.4,1.0,1.3,35 - 54,67%,2,41%,4,13%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,High,68%,,1.0,1.0,5.0,1.5,2.1,Pre-Revenue,22%,,5.0,Yes,24%,High,46%,Low,17%,,,3.2,,16.1,4.4
Iliass,1802761,Anthony's Cookies,02/28/2020 11:18 AM,WeFunder,https://www.sec.gov/Archives/edgar/data/1802761/000167025420000116/xslC_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802761/000167025420000116/xslC_X01/primary_doc.xml,02/13/2020,"Anthony's Cookies, Inc",Anthony's Cookies,Food Production,Non-Tech,Early,Series A,RegCF,,Equity - Preferred,,,"$3,600,000",,,Transactional,B2C,Life Style,No,Low,Low,No,"$18,130,000,000",$10B-$25B,"$18,130,000,000",$10B-$25B,0.2%,0%-10%,1000,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$727,179","$2,897","$592,741",0.49%,Pre-Profit,,Yes,4,1,No,No,Yes,No,0,5,0,0,,22,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,0.00,0.00,42.00,35 - 54,0.49%,,4.9,,,,4.9,Equity - Preferred,7.9%,Early,,3.3,1.4,2.4,No,,3.1,1.0,1.0,1.7,35 - 54,67%,1,48%,5,13%,No,73%,No,Yes,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,5.0,1.2,5.0,1.1,3.1,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,2.6,,13.0,3.2
Iliass,1803861,Melanoid Exchange,02/28/2020 11:23 AM,Buy The Block,https://buytheblock.com/campaign/melanoid-exchange-is-offering-the-crowd-an-opportunity-to-invest-in-a-mobile-ecommercebooking-platform-dedicated-to-connecting-entrepreneurs-of-color-with-the-world,https://www.sec.gov/Archives/edgar/data/1803861/000180386120000002/xslC_X01/primary_doc.xml,02/26/2020,Melanoid Exchange LLC,Melanoid Exchange,Information Technology and Services,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$11,000,000",0%,Transactional,B2B/B2C,High Growth,Yes,Low,Low,No,"$419,879,000,000",$250B-$500B,"$56,263,786,000",$50B-$100B,9.3%,0%-10%,1000,Low,Low,Similar to others,Low,High,Yes,No,Yes,Yes,$0,$0,$0,100.00%,Pre-Profit,,No,0,2,No,Yes,Yes,No,3,2,0,0,,1,0,0,25,No,,1,0,0,25,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.00,0.00,25.00,20 - 34,100.00%,,4.6,1.0,,,2.8,SAFE,36.5%,Early,,3.9,1.4,2.7,Yes,,1.1,1.0,1.0,1.0,20 - 34,22%,2,41%,2,14%,No,73%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,1.9,,9.5,1.9
Iliass,1752109,Roots & Vine Produce and Café,2/28/2020 11:26 AM,Buy The Block,https://buytheblock.com/campaign/connecting-farmers-to-people-reconnecting-people-to-real-food-1,https://www.sec.gov/Archives/edgar/data/1752109/000175210920000003/xslC_X01/primary_doc.xml,02/26/2020,"Roots & Vine Produce & Cafe, Inc.",Roots & Vine Produce & Cafe,Food & Beverages,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$215,000",,,Transactional,B2C,Life Style,No,Low,Low,No,"$49,067,500,000",$25B-$50B,"$49,067,500,000",$25B-$50B,3.3%,0%-10%,100,Low,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Product,,No,0,1,No,Yes,Yes,No,1,3,1,0,,20,1,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,1.00,0.00,42.00,35 - 54,100.00%,,5.0,,,,5.0,Equity - Common,28.6%,Early,,3.6,1.4,2.5,No,,2.9,1.4,1.0,1.8,35 - 54,67%,1,48%,3,10%,No,73%,Yes,Yes,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,Low,54%,High,83%,,,2.3,,11.3,2.6
Iliass,1803793,Yahyn,3/2/2020 10:39 AM,NetCapital,https://netcapital.com/companies/yahyn,https://www.sec.gov/Archives/edgar/data/1803793/000166919120000084/xslC_X01/primary_doc.xml,2/28/2020,"Puro Trader, Inc",Yahyn,Wine & Spirits,MarketplaceTech,Early,Seed,RegCF,,Equity - Common,,,"$4,955,781",,,Transactional,B2C,High Growth,Yes,High,Low,No,"$385,109,000,000",$250B-$500B,"$70,000,000,000",$50B-$100B,3.4%,0%-10%,150,High,Low,Obviously better than others,High,Low,No,No,Yes,Yes,"$17,162","$50,812","$500,000",10.16%,Pre-Profit,,Yes,3,1,No,No,No,No,1,5,0,3,,3,0,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,0.00,0.00,40.00,35 - 54,10.16%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,3.9,1.4,2.7,No,,1.3,1.0,1.0,1.1,35 - 54,67%,1,48%,5,13%,No,73%,No,No,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,5.0,1.0,4.6,1.1,2.9,Pre-Profit,49%,,3.0,No,76%,High,46%,Low,17%,,,2.9,,14.5,3.8
Iliass,1802096,Teooh,03/02/2020 10:55 AM,Republic,https://republic.co/teooh,https://www.sec.gov/Archives/edgar/data/1802096/000180209620000006/xslC_X01/primary_doc.xml,02/25/2020,"Teooh, Inc",Teooh,Events Services,MediaTech,Early,Seed,RegCF,RegD 506(B),SAFE,,,,"$10,000,000",0%,Transactional,B2B,High Growth,Yes,High,High,No,"$860,000,000,000",$500B-$1T,"$860,000,000,000",$500B-$1T,7.0%,0%-10%,15,High,High,Obviously better than others,High,Low,No,No,No,No,$0,"$134,307","$2,440,000",5.50%,Pre-Revenue,,No,0,1,No,No,No,No,2,8,0,3,,2,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,0.00,0.00,42.00,35 - 54,5.50%,,4.7,1.0,,,2.8,SAFE,36.5%,Early,,4.7,1.4,3.1,No,,1.2,1.0,1.0,1.1,35 - 54,67%,1,48%,8,3%,No,73%,No,No,No,,Transactional,63%,B2B,22%,High,56%,High,68%,,1.0,1.0,4.8,1.4,2.1,Pre-Revenue,22%,,5.0,No,76%,High,46%,Low,17%,,,2.8,,14.0,3.6
Iliass,1690474,Blue,03/02/2020 10:58 AM,Republic,https://republic.co/blue,https://www.sec.gov/Archives/edgar/data/1690474/000169047420000002/xslC_X01/primary_doc.xml,02/28/2020,"Follow-Mee, Inc.",Blue,Consumer Elecronics,HardwareTech,Early,Seed,RegCF,,SAFE,,,,"$14,750,000",0%,Transactional,B2B/B2C,High Growth,Yes,High,High,No,"$1,200,000,000",$1B-$5B,"$1,200,000,000",$1B-$5B,3.3%,0%-10%,7,High,Low,Obviously better than others,High,High,No,Yes,Yes,Yes,$0,"$10,181","$600,000",1.70%,Pre-Profit,,No,0,4,Yes,Yes,Yes,No,7,11,2,0,,4,1,0,28,No,,8,2,0,28,No,,4,1,0,28,No,,4,1,0,60,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,5.00,0.00,36.00,35 - 54,1.70%,,4.5,1.0,,,2.8,SAFE,36.5%,Early,,2.7,1.4,2.1,No,,1.5,3.2,1.0,1.9,35 - 54,67%,4,5%,11,3%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,High,68%,,5.0,1.0,4.9,1.1,3.0,Pre-Profit,49%,,3.0,Yes,24%,High,46%,High,83%,,,2.5,,12.7,3.1
Iliass,1749594,Asarasi,03/02/2020 11:01 AM,Republic,https://republic.co/asarasi,https://www.sec.gov/Archives/edgar/data/1749594/000174959420000001/xslC_X01/primary_doc.xml,02/24/2020,"Asarasi, Inc.",Asarasi,Food & Beverages,CleanTech,Early,Seed,RegCF,,SAFE,,,,"$10,000,000",10%,Transactional,B2B/B2C,Life Style,No,High,High,Yes,"$305,061,000,000",$250B-$500B,"$305,061,000,000",$250B-$500B,6.4%,0%-10%,1000,High,Low,Similar to others,High,High,Yes,No,Yes,Yes,"$184,942","$14,764","$1,050,000",1.41%,Pre-Profit,,Yes,2,1,No,No,No,No,3,5,11,3,,7,2,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,2.00,0.00,38.00,35 - 54,1.41%,,4.7,2.1,,,3.4,SAFE,36.5%,Early,,4.4,1.4,2.9,Yes,,1.7,1.9,1.0,1.5,35 - 54,67%,1,48%,5,13%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,High,68%,,5.0,1.0,4.9,1.2,3.0,Pre-Profit,49%,,3.0,No,76%,High,46%,High,83%,,,2.8,,13.8,3.6
Iliass,1793079,Hearo.Live,03/02/2020 11:04 AM,Republic,https://republic.co/hearo-live,https://www.sec.gov/Archives/edgar/data/1793079/000179307920000001/xslC_X01/primary_doc.xml,02/28/2020,"PiQPiQ, Inc.",Hearo.Live,Online Media,MediaTech,Early,Seed,RegCF,,SAFE,,,,"$12,500,000",20%,Recurring,B2B2C,High Growth,Yes,High,High,No,"1,338,269,900",$1B-$5B,"$1,338,269,900",$1B-$5B,10.3%,10%-20%,1000,High,Low,Obviously better than others,High,High,No,No,Yes,Yes,$0,"$34,961","$1,800,000",1.94%,Pre-Profit,,Yes,10,2,Yes,No,Yes,No,2,7,0,9,,35,4,3,60,No,,9,0,0,31,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,4.00,3.00,45.50,35 - 54,1.94%,,4.6,3.1,,,3.8,SAFE,36.5%,Early,,2.7,1.7,2.2,No,,3.1,2.8,4.0,3.3,35 - 54,67%,2,41%,7,3%,Yes,27%,No,Yes,No,,Recurring,37%,B2B2C,3%,High,56%,High,68%,,5.0,1.0,4.9,1.3,3.1,Pre-Profit,49%,,3.0,No,76%,High,46%,High,83%,,,3.1,,15.4,4.2
Francis,1761248,Open Box Buy,1/15/2019 3:19 PM,StartEngine,https://www.startengine.com/openboxbuy,https://www.sec.gov/Archives/edgar/data/1761248/000166516020000187/xslC_X01/primary_doc.xml,03/02/2020,Open Box Buy Corp,Open Box Buy,Supermarkets,Non-Tech,Early,Seed,RegCF,,Convertible Note,,,,"$15,000,000",20%,Transactional,B2C,Life Style,No,Low,High,No,"$60,000,000,000",$50B-$100B,"$200,000,000",$100M-$250M,4.0%,0%-10%,10,Low,Low,Similar to others,Low,High,No,No,No,No,$0,"$3,832",$0,100.00%,Pre-Product,,No,0,1,No,No,No,No,1,1,0,0,,15,2,2,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,2.00,2.00,46.00,35 - 54,100.00%,,4.5,3.1,,,3.8,Convertible Note,12.7%,Early,,1.9,1.4,1.7,No,,2.4,1.9,3.0,2.4,35 - 54,67%,1,48%,1,8%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,Low,54%,High,83%,,,2.0,,9.9,2.0
Francis,1758617,Karaganda,1/23/2019 7:54 AM,StartEngine,https://www.startengine.com/karaganda,https://www.sec.gov/Archives/edgar/data/1758617/000166516019001233/xslC_X01/primary_doc.xml,12/20/2019,"Karaganda, LLC",Karaganda,Motion Pictures & Film,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$100,000",,,Transactional,B2B2C,Life Style,No,Low,High,No,"$50,000,000,000",$50B-$100B,"$1,000,000",< $25M,2.0%,0%-10%,200,Low,Low,Obviously worse than others,Low,High,No,No,No,No,$0,$486,$0,100.00%,Pre-Product,,No,0,1,No,No,No,No,1,3,0,0,,5,0,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,0.00,0.00,38.00,35 - 54,100.00%,,5.0,,,,5.0,Equity - Common,28.6%,Early,,1.0,1.4,1.2,No,,1.5,1.0,1.0,1.2,35 - 54,67%,1,48%,3,10%,No,73%,No,No,No,,Transactional,63%,B2B2C,3%,Low,44%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,Low,54%,High,83%,,,1.9,,9.4,1.8
Francis,1762827,GURU by MSBAI,01/24/2019 2:19 PM,StartEngine,https://www.startengine.com/msbai,https://www.sec.gov/Archives/edgar/data/1762827/000166516020000129/xslC_X01/primary_doc.xml,02/14/2020,"microsurgeonbot, Inc",MSBAI,Computer Software,EnterpriseTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$5,984,000",,,Recurring,B2B,High Growth,Yes,High,Low,Yes,"$75,000,000,000",$50B-$100B,"$1,000,000,000",$1B-$5B,25.0%,20%-30%,5,High,Low,Similar to others,Low,Low,No,No,No,No,$0,"$3,168",$0,100.00%,Pre-Product,,Yes,1,2,No,No,No,No,1,1,0,0,,20,0,0,45,No,,15,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.50,0.00,0.00,45.00,35 - 54,100.00%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,2.7,2.1,2.4,No,,2.7,1.0,1.0,1.6,35 - 54,67%,2,41%,1,8%,No,73%,No,No,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,3.0,No,76%,Low,54%,Low,17%,,,2.6,,12.8,3.2
Francis,1765252,QwikLeaf,2/4/2019 10:55 AM,Fundanna,https://fundanna.com/equity/offer-summary/QwikLeaf,https://www.sec.gov/Archives/edgar/data/1765252/000176525220000002/xslC_X01/primary_doc.xml,01/30/2020,QWIKLEAF LLC,QwikLeaf,Cannabis and CBD,CommerceTech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$5,000,000",20%,Recurring,B2B,High Growth,Yes,High,Low,No,"$30,000,000,000",$25B-$50B,"$100,000,000",$100M-$250M,17.0%,10%-20%,30,High,Low,Obviously better than others,High,High,No,No,No,No,$0,$213,$0,100.00%,Pre-Product,,Yes,1,1,No,No,No,No,1,1,0,0,,0,0,0,26,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,26.00,20 - 34,100.00%,,4.8,3.1,,,4.0,Convertible Note,12.7%,Early,,1.9,1.7,1.8,No,,1.0,1.0,1.0,1.0,20 - 34,22%,1,48%,1,8%,No,73%,No,No,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,3.0,No,76%,High,46%,High,83%,,,2.2,,10.8,2.4
