writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,market_size_total,market_size_total_buckets,market_size_addressable,market_size_addressable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_previous_startups,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_previous_startups,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_previous_startups,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_previous_startups,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_previous_startups,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_previous_startups,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_previous_startups,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_previous_startups,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_previous_startups,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,
Francis,1767862,Trella Technologies,3/20/2019 13:09,StartEngine,https://www.startengine.com/trella,https://www.sec.gov/Archives/edgar/data/1767862/000166516020000104/xslC_X01/primary_doc.xml,2/11/2020,Trella Technologies LLC,Trella Technologies,Farming,AgriTech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$30,000,000 ",20%,"$24,000,000 ",24000000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,No,"$35,000,000,000 ",#NAME?,"$4,000,000,000 ",#NAME?,10.00%,#NAME?,10,High,Low,Obviously better than others,Low,Low,No,No,No,Yes,68,#NAME?,3660,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,1,2,No,Yes,Yes,No,1,2,3,0,,15,1,0,40,No,,15,0,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1771429,Como Audio,3/26/2019 13:29,WeFunder,https://wefunder.com/como.audio,https://www.sec.gov/Archives/edgar/data/1771429/000167025419000123/xslC_X01/primary_doc.xml,3/22/2019,"Como Audio, Inc.",Como Audio,Music,HardwareTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$10,000,000 ",,,,10000000,#NAME?,Transactional,B2C,Life Style,No,High,High,No,"$5,000,000,000 ",#NAME?,"$2,000,000,000 ",#NAME?,23.00%,#NAME?,20,High,Low,Obviously better than others,Low,High,No,No,Yes,Yes,1943802,#NAME?,74802,"$5,674,579 ",#NAME?,1.32%,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,1,8,0,0,,30,2,2,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1771389,Shira Productions,4/1/2019 14:28,Razitall,https://www.razitall.com/pitch/life-after-heart-transplant-a-documentary,https://www.sec.gov/Archives/edgar/data/1771389/000166828719000009/xslC_X01/primary_doc.xml,4/1/2019,"Shira Productions, LLC",Shira Productions,Motion Pictures & Film,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$1,600,000 ",0%,"$1,600,000 ",1600000,#NAME?,Transactional,B2B2C,Life Style,No,Low,High,No,"$50,000,000 ",#NAME?,"$15,000,000 ",#NAME?,2.00%,#NAME?,200,Low,Low,Obviously worse than others,Low,High,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,1,1,0,0,,0,0,0,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1772701,Simpkins E-Bikes,4/4/2019 14:25,Razitall,https://www.razitall.com/pitch/simpkins-electric-bicycles,https://www.sec.gov/Archives/edgar/data/1772701/000166828719000011/xslC_X01/primary_doc.xml,4/4/2019,"Simpkins E-Bikes, Inc.",Simpkins E-Bikes,"Health, Welness & Fitness",HealthTech,Early,Pre-Seed,RegCF,,CAFES,,,,"$750,000 ",0%,"$750,000 ",750000,#NAME?,Transactional,B2B,Life Style,No,Low,High,No,"$25,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,15.00%,#NAME?,20,Low,Low,Similar to others,Low,Low,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,1,1,0,0,,30,3,0,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1796364,NovoMoto,1/6/2020 11:38,WeFunder,https://wefunder.com/novomoto,https://www.sec.gov/Archives/edgar/data/1796364/000167025419000730/xslC_X01/primary_doc.xml,12/19/2019,Novomoto LLC,Novomoto,Renewables & Envirnoment,CleanTech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$4,500,000 ",20%,"$3,600,000 ",3600000,#NAME?,Recurring,B2C,Life Style,No,Low,High,No,"$25,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,30.00%,#NAME?,10,Low,High,Obviously better than others,Low,High,Yes,No,Yes,Yes,21045,#NAME?,2552,"$40,000 ",#NAME?,6.38%,#NAME?,Pre-Profit,,No,0,2,Yes,No,Yes,No,4,5,0,0,,2,0,0,30,No,,2,0,0,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1707572,Oodles Corporation,1/6/2020 11:42,WeFunder,https://wefunder.com/oodles,https://www.sec.gov/Archives/edgar/data/1707572/000167025419000728/xslC_X01/primary_doc.xml,12/19/2019,Oodles Corporation,Oodles,Restaurants,FoodTech,Early,Seed,RegCF,,SAFE,,,,"$10,000,000 ",20%,"$8,000,000 ",8000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,"$100,000,000,000 ",#NAME?,"$200,000,000 ",#NAME?,3.00%,#NAME?,5,High,Low,Obviously better than others,Low,High,No,No,Yes,Yes,9301,#NAME?,13464,"$675,789 ",#NAME?,1.99%,#NAME?,Pre-Profit,,No,0,2,No,No,Yes,No,4,4,0,0,,20,0,0,52,Yes,,20,0,0,48,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1783627,Narrative Food,1/6/2020 12:05,WeFunder,https://wefunder.com/narrative.food,https://www.sec.gov/Archives/edgar/data/1783627/000167025419000534/xslC_X01/primary_doc.xml,9/20/2019,"Out of the Box Collective, Inc.",Narrative Food,Food & Beverages,RetailTech,Early,Seed,RegCF,,Equity - Preferred,,,"$2,000,000 ",,,,2000000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,"$7,000,000,000 ",#NAME?,"$100,000,000 ",#NAME?,30.00%,#NAME?,50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,510377,#NAME?,0,"$131,876 ",#NAME?,100.00%,#NAME?,Profitable,,No,0,1,No,Yes,No,No,1,1,0,0,,0,0,0,57,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1763898,SecretDays,1/7/2020 11:53,Razitall,https://www.razitall.com/pitch/an-online-ed-tech-industry-app-through-a-call,https://www.sec.gov/Archives/edgar/data/1763898/000166828719000006/xslC_X01/primary_doc.xml,3/15/2019,SECRETDAYS CO,SecretDays,E-learning,EdTech,Early,Pre-Seed,RegCF,,CAFES,,,,"$580,000 ",0%,"$580,000 ",580000,#NAME?,Transactional,B2C,Life Style,No,High,Low,No,"$7,500,000,000 ",#NAME?,"$10,000,000 ",#NAME?,9.00%,#NAME?,100,Low,Low,Obviously worse than others,Low,High,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,Yes,No,1,1,0,0,,0,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1797421,NIRA Skin,1/8/2020 11:16,StartEngine,https://www.startengine.com/nira-skin,https://www.sec.gov/Archives/edgar/data/1797421/000166516020000023/xslC_X01/primary_doc.xml,1/8/2020,Dermal Photonics Corporation,NIRA Skin,"Health, Welness & Fitness",HealthTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$16,000,000 ",,,,16000000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,No,"$100,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,4.00%,#NAME?,20,High,High,Obviously better than others,Low,High,No,Yes,Yes,Yes,2388,#NAME?,27978,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,2,8,0,0,,15,1,0,53,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1716822,70 Million Jobs,1/9/2020 11:43,Republic,https://republic.co/70-million-jobs,https://www.sec.gov/Archives/edgar/data/1716822/000171682220000004/xslC_X01/primary_doc.xml,1/10/2020,"70 Million Resources, Inc.",70 Million Jobs,Staffing & Recruiting,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$10,000,000 ",0%,"$10,000,000 ",10000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,Low,Low,Yes,"$160,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,3.00%,#NAME?,100,High,High,Obviously better than others,Low,Low,Yes,No,Yes,Yes,86992,#NAME?,35537,"$1,400,000 ",#NAME?,2.54%,#NAME?,Pre-Profit,,Yes,3,1,No,No,No,No,1,8,0,1,,20,4,1,66,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1791548,Natural Selection,1/9/2020 11:46,Republic,https://republic.co/natural-selection,https://www.sec.gov/Archives/edgar/data/1791548/000179154820000001/xslC_X01/primary_doc.xml,1/9/2020,"Natural Selection Nutrition, LLC",Natural Selection,"Health, Welness & Fitness",Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$8,000,000 ",15%,"$6,800,000 ",6800000,#NAME?,Recurring,B2C,Life Style,No,Low,High,No,"$50,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,3.00%,#NAME?,500,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,906604,#NAME?,19642,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,1,2,Yes,Yes,Yes,No,1,24,2,0,,0,0,0,30,No,,0,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1793576,Shockwave Motors,1/10/2020 12:02,NetCapital,https://netcapital.com/companies/shockwave-motors,https://disclosurequest.com/form/shockwave-motors-inc./0001669191-20-000006/?returnURL=,1/9/2020,"Shockwave Motors, Inc.",Shockwave Motors,Automotive,CleanTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$3,745,000 ",,,,3745000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,"$120,000,000,000 ",#NAME?,"$5,000,000,000 ",#NAME?,20.00%,#NAME?,20,High,Low,Similar to others,High,Low,No,No,No,No,0,#NAME?,438,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,No,0,3,No,Yes,No,No,3,1,1,0,,30,1,0,55,No,,20,0,0,55,No,,10,0,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1478263,ElliptiGO,1/10/2020 12:11,StartEngine,https://www.startengine.com/elliptigo-2,https://www.sec.gov/Archives/edgar/data/1478263/000166516020000028/xslC_X01/primary_doc.xml,1/9/2020,"PT Motion Works, Inc.",ElliptiGO,"Health, Welness & Fitness",HealthTech,Growth,Series D,RegCF,,Equity - Preferred,,,"$34,108,515 ",,,,34108515,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,High,No,"$10,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,6.00%,#NAME?,50,High,Low,Obviously better than others,Low,High,No,Yes,Yes,Yes,4642737,#NAME?,59817,"$9,000,000 ",#NAME?,0.66%,#NAME?,Pre-Profit,,No,0,2,No,No,No,No,3,11,0,0,,5,0,0,50,Yes,,15,0,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1796619,KulaCrate,2/14/2020 11:59,NetCapital,https://netcapital.com/companies/kula-crate,https://disclosurequest.com/form/we-are-kula-llc/0001669191-20-000053/?returnURL=,2/14/2020,"We Are Kula, LLC",KulaCrate,Education Management,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$2,800,000 ",,,,2800000,#NAME?,Recurring,B2C,Life Style,No,Low,Low,No,"$2,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,5.00%,#NAME?,0,High,Low,Obviously better than others,Low,High,No,No,Yes,Yes,110,#NAME?,9090,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,1,3,No,No,No,No,2,2,0,0,,0,3,0,50,No,,0,0,0,50,No,,0,0,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1554477,Thuzio,2/14/2020 12:11,Republic,https://republic.co/thuzio,https://www.sec.gov/Archives/edgar/data/1554477/000155447720000002/xslC_X01/primary_doc.xml,2/12/2020,"Thuzio, Inc.",Thuzio,Entertainment,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$7,500,000 ",10%,"$6,750,000 ",6750000,#NAME?,Recurring,B2C,Life Style,No,Low,High,No,"$70,000,000,000 ",#NAME?,"$15,000,000,000 ",#NAME?,4.00%,#NAME?,20,Low,Low,Similar to others,High,High,No,No,Yes,Yes,2667891,#NAME?,86749,"$3,200,000 ",#NAME?,2.71%,#NAME?,Pre-Profit,,Yes,1,2,No,No,Yes,Yes,3,10,0,0,,10,0,0,40,No,,10,0,0,44,Yes,,10,3,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1677789,"Baqua, Inc.",2/14/2020 12:17,StartEngine,https://www.startengine.com/baqua,https://www.sec.gov/Archives/edgar/data/1677789/000166516020000134/xslC_X01/primary_doc.xml,2/18/2020,"Baqua, Incorporated",Baqua,Food & Beverages,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$5,400,000 ",,,,5400000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,Low,No,"$208,000,000,000 ",#NAME?,"$5,000,000 ",#NAME?,8.00%,#NAME?,50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,6211,#NAME?,21223,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,0,1,No,Yes,No,No,1,1,0,0,,5,0,0,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1788193,COLORS: Oakland,2/14/2020 12:23,WeFunder,https://wefunder.com/colors,https://www.sec.gov/Archives/edgar/data/1788193/000167025420000074/xslC_X01/primary_doc.xml,1/29/2020,COLORS Oakland LLC,COLORS: Oakland,Restaurants,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$2,000,000 ",,,,2000000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,"$100,000,000,000 ",#NAME?,"$20,000,000 ",#NAME?,3.00%,#NAME?,50,Low,Low,Similar to others,Low,High,Yes,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,Yes,0,1,No,Yes,Yes,No,3,1,0,0,,15,0,0,47,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1713366,Incluzion,2/18/2020 11:39,WeFunder,https://wefunder.com/incluzion,https://www.sec.gov/Archives/edgar/data/1713366/000167025419000673/xslC_X01/primary_doc.xml,11/22/2019,Spendwith Corp dba Incluzion,Incluzion,Staffing & Recruiting,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$2,500,000 ",20%,"$2,000,000 ",2000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,Low,Low,Yes,"$150,000,000,000 ",#NAME?,"$25,000,000,000 ",#NAME?,20.00%,#NAME?,10,High,High,Obviously better than others,High,High,Yes,No,Yes,Yes,1020,#NAME?,1492,"$44,421 ",#NAME?,3.36%,#NAME?,Pre-Profit,,No,0,1,No,No,Yes,No,4,1,3,0,,10,4,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1722138,Politiscope,,SeedInvest,https://www.seedinvest.com/politiscope/seed/highlights,https://www.sec.gov/Archives/edgar/data/1722138/000172213820000001/xslC_X01/primary_doc.xml,3/6/2020,"Politiscope, Inc.",Politiscope,Civic and Social Organization,MediaTech,Early,Seed,RegCF,RegD 506(C),Convertible Note,,,,"$8,000,000 ",20%,"$6,400,000 ",6400000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$10,000,000,000 ",#NAME?,"$200,000,000 ",#NAME?,10.00%,#NAME?,10,High,High,Obviously better than others,High,Low,Yes,No,Yes,Yes,647,#NAME?,67939,"$975,000 ",#NAME?,6.97%,#NAME?,Pre-Profit,,Yes,1,3,No,No,Yes,Yes,5,4,7,0,,5,2,0,32,No,,0,1,0,28,No,,0,1,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1804340,"Tuffy Packs, Inc.",,StartEngine,https://www.startengine.com/tuffypacks,https://www.sec.gov/Archives/edgar/data/1804340/000166516020000233/xslC_X01/primary_doc.xml,3/13/2020,"Tuffy Packs, Inc.",Tuffy Packs,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$4,500,000 ",,,,4500000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,Low,No,"$5,000,000,000 ",#NAME?,"$250,000,000 ",#NAME?,5.00%,#NAME?,20,Low,Low,Similar to others,High,High,No,No,Yes,Yes,255128,#NAME?,1168,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,2,No,No,No,No,2,2,0,0,,5,1,0,55,No,,10,0,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1754733,Slash Haircare,,Fundopolis,https://fundopolis.com/raisedetails?id=4977250b-c81b-4947-a175-c0b0b037f097,https://www.sec.gov/Archives/edgar/data/1754733/000178043920000009/xslC_X01/primary_doc.xml,3/10/2020,Slash Beauty Inc.,Slash Haircare,Consumer Goods,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$4,000,000 ",,,,4000000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,Low,No,"$80,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,3.00%,#NAME?,20,High,Low,Similar to others,Low,High,No,No,Yes,Yes,8008,#NAME?,8418,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,3,Yes,Yes,Yes,No,4,3,0,0,,20,0,0,40,Yes,,10,0,0,30,No,,10,0,0,40,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1803581,FLUUX,,SeedInvest,https://www.seedinvest.com/fluux/pre.seed/highlights,https://www.sec.gov/Archives/edgar/data/1803581/000180358120000002/xslC_X01/primary_doc.xml,3/27/2020,"Fluux, Inc.",Fluux,Computer Hardware,HardwareTech,Early,Pre-Seed,RegCF,RegD 506(C),Convertible Note,,,,"$2,000,000 ",20%,"$1,600,000 ",1600000,#NAME?,Transactional,B2C,High Growth,Yes,High,Low,Yes,"$10,000,000,000 ",#NAME?,"$2,000,000,000 ",#NAME?,20.00%,#NAME?,5,High,Low,Obviously better than others,High,High,No,No,Yes,Yes,11163,#NAME?,11741,"$173,798 ",#NAME?,6.76%,#NAME?,Pre-Profit,,No,0,3,No,No,Yes,No,6,2,1,1,,5,2,0,31,No,,5,0,0,35,No,,10,4,4,39,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1805525,"KapitalWise, Inc.",,MicroVentures,https://app.microventures.com/crowdfunding/kapitalwise,https://www.sec.gov/Archives/edgar/data/1805525/000180552520000002/xslC_X01/primary_doc.xml,3/18/2020,"KapitalWise, Inc.",KapitalWise,Financial Services,FinTech,Early,Seed,RegCF,,Convertible Note,,,,"$8,000,000 ",20%,"$6,400,000 ",6400000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,Yes,"$120,000,000,000 ",#NAME?,"$10,000,000,000 ",#NAME?,22.00%,#NAME?,20,High,Low,Obviously better than others,High,High,No,No,Yes,Yes,79000,#NAME?,16427,"$250,000 ",#NAME?,6.57%,#NAME?,Pre-Profit,,No,0,1,No,No,Yes,No,1,7,0,0,,15,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1805743,Goodwolf Feeding Company,,MicroVentures,https://app.microventures.com/crowdfunding/goodwolf,https://www.sec.gov/Archives/edgar/data/1805743/000180574320000002/xslC_X01/primary_doc.xml,3/20/2020,Goodwolf Feeding Company,Goodwolf,Consumer Goods,Non-Tech,Early,Seed,RegCF,,Convertible Note,,,,"$1,000,000 ",20%,"$800,000 ",800000,#NAME?,Transactional,B2B2C,Life Style,No,Low,Low,No,"$200,000,000,000 ",#NAME?,"$300,000,000 ",#NAME?,6.00%,#NAME?,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,156079,#NAME?,1907,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,1,0,0,0,,10,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1800214,Calyx Cultivation Tech,2/20/2020 14:16,WeFunder,https://wefunder.com/calyx.cultivation,https://www.sec.gov/Archives/edgar/data/1800214/000167025420000174/xslC_X01/primary_doc.xml,2/18/2020,Calyx Cultivation Tech. Corp.,Calyx Cultivation Tech,Farming,AgriTech,Early,Seed,RegCF,,SAFE,,,,"$5,900,000 ",10%,"$5,310,000 ",5310000,#NAME?,Transactional,B2B/B2C,High Growth,No,High,High,No,"$10,000,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,9.00%,#NAME?,10,Low,Low,Similar to others,High,High,No,Yes,Yes,Yes,27916,#NAME?,31896,"$1,150,000 ",#NAME?,2.77%,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,1,3,0,0,,10,0,0,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1791400,Pippy Sips,2/20/2020 14:23,WeFunder,https://wefunder.com/pippysips,https://www.sec.gov/Archives/edgar/data/1791400/000167025419000627/xslC_X01/primary_doc.xml,10/28/2019,Pippy Sips LLC,Pippy Sips,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$2,500,000 ",0%,"$2,500,000 ",2500000,#NAME?,Transactional,B2C,Life Style,No,Low,Low,No,"$1,410,000,000 ",#NAME?,"$10,000,000 ",#NAME?,8.00%,#NAME?,5,High,Low,Obviously better than others,Low,High,Yes,No,No,No,0,#NAME?,1237,"$20,000 ",#NAME?,6.19%,#NAME?,Pre-Profit,,No,0,2,Yes,Yes,No,No,2,2,0,0,,5,0,0,37,No,,5,0,0,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1803418,Mindcurrent,2/20/2020 14:26,WeFunder,https://wefunder.com/mindcurrent,https://www.sec.gov/Archives/edgar/data/1803418/000167025420000110/xslC_X01/primary_doc.xml,2/12/2020,Mindcurrent Inc.,Mindcurrent,Computer Software,EnterpriseTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$4,000,000 ",30%,"$2,800,000 ",2800000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,"$90,700,000,000 ",#NAME?,"$100,000,000 ",#NAME?,7.00%,#NAME?,10,High,Low,Similar to others,High,High,No,No,No,No,0,#NAME?,45450,"$465,000 ",#NAME?,9.77%,#NAME?,Pre-Profit,,No,0,2,No,No,No,No,3,3,0,0,,10,0,0,36,No,,10,1,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1802405,Curastory,2/20/2020 14:30,WeFunder,https://wefunder.com/fundcurastory,https://www.sec.gov/Archives/edgar/data/1802405/000167025420000088/xslC_X01/primary_doc.xml,2/4/2020,Curastory Inc.,Curastory,Online Media,AdTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$6,000,000 ",10%,"$5,400,000 ",5400000,#NAME?,Transactional,B2B,High Growth,Yes,Low,Low,Yes,"$333,000,000,000 ",#NAME?,"$1,100,000,000 ",#NAME?,19.00%,#NAME?,3,High,High,Obviously better than others,Low,Low,No,No,No,No,0,#NAME?,1047,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,Yes,Yes,No,1,1,0,0,,5,0,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1798352,ASK Education,2/21/2020 10:31,NetCapital,https://netcapital.com/companies/ask,https://www.sec.gov/Archives/edgar/data/1798352/000166919120000120/xslC_X01/primary_doc.xml,3/16/2020,Acquire Skills and Knowledge Education Inc.,ASK Education,E-learning,EdTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$2,587,500 ",,,,2587500,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$6,000,000,000,000 ",#NAME?,"$100,000,000,000 ",#NAME?,17.00%,#NAME?,20,Low,Low,Obviously worse than others,Low,High,No,No,No,No,0,#NAME?,838,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,3,No,Yes,No,No,4,3,0,0,,10,0,0,60,No,,15,0,0,60,No,,10,0,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
