week,writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,city,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,addressable_market,market_size_addressable,market_size_addressable_buckets,market_size_obtainable,market_size_obtainable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors_buckets,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,,,avg_relevant_industry_experience,avg_relevant_industry_experience_brackets,sum_exits,sum_exits_brackets,avg_age,age_buckets,,Valuation/Cap,Discount Rate,Interest Rate,Return Multiple,Price Rating,Attributes - Security Type,%,Tags - Stage,,Addressable Market Size,Market Growth,Sum,Market Rating,Tags - Social Impact,,Relevant Industry Experience,Exits,Sum,Team Rating,Attributes - Founders Age,%,Attributes - # of Founders,%,Attributes - Employees,%,Attributes - Founders Worked Together,%,Tags - Female Founder,Tags - Minority Founder,Tags - Famous Founder,,Attributes - Revenue Model,%,Attributes - Distribution Model,%,Attributes - Margin,%,Attributes - Capital Intensity,%,,Has Paying Customers,Revenue,Capital Utilization,Capital Raised,Sum,Performance Rating,Attribute - Development Phase,%,,Diffrentiation Level Rating,Direct Competitors,Sum,Diffrentiation Rating,Attribute - has_patents,%,Attribute - barriers_to_entry,%,Attribute - threat_of_substitute_products,%,,,Sum,Overall Ratings (Scaled Sum)
,Dan,1773714,Core State Holdings,05/01/2019 10:28 AM,Fundanna,https://fundanna.com/equity/offer-summary/CannaSOS,https://www.sec.gov/Archives/edgar/data/1773714/000177371420000001/xslC_X01/primary_doc.xml,2/21/2020,Core State Holdings Corp.,CannaSOS and PTP Wallet,,"Alcohol, Tobacco, & Recreational Drugs",CommerceTech,Growth,Series B,RegCF,,Equity - Preferred,,,"$4,054,000",,,,4054000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,2E+11,#NAME?,2E+11,#NAME?,0.13,#NAME?,10-20,Low,Low,Similar to others,,,No,No,Yes,Yes,$0,#NAME?,83,3005000,#NAME?,2.76206E-05,#NAME?,Pre-Revenue,,Yes,1,2,Yes,No,Yes,No,1,29,0,0,,10,0,42,No,,3,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,1.0,2.6,1.5,#NAME?,100%,2,46%,29,1%,Yes,28%,No,Yes,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1775091,420 Real Estate,05/15/2019 11:01 AM,Fundanna,https://fundanna.com/equity/offer-summary/420RealEstate,https://www.sec.gov/Archives/edgar/data/1775091/000177509120000001/xslC_X01/primary_doc.xml,1/13/2020,"420 Real Estate, LLC",420 Real Estate,,Real Estate & Construction,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$2,500,000",10%,"$2,250,000",2250000,#NAME?,Recurring,B2B,Life Style,Yes,High,High,No,,2E+11,#NAME?,4710000000,#NAME?,0.16,#NAME?,5-10,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,50,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,1,No,No,Yes,No,2,1,0,0,,0,0,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,55.00,#NAME?,,#NAME?,2.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,1,8%,No,72%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1773062,Connection Publishing,05/16/2019 11:46 AM,Mr. Crowd,https://www.mrcrowd.com/company/CP,https://www.sec.gov/Archives/edgar/data/1773062/000166610219000015/xslC_X01/primary_doc.xml,5/13/2019,"Connection Publishing, LLC",Connection Publishing,,Media Production,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$2,400,000",,,,2400000,#NAME?,Recurring,B2B,Life Style,Yes,Low,Low,No,,28000000000,#NAME?,28000000000,#NAME?,-0.05,#NAME?,> 50,Low,Low,Obviously better than others,,,Yes,No,Yes,Yes,"$305,370",#NAME?,0,0,#NAME?,1,#NAME?,Profitable,,Yes,4,2,Yes,Yes,No,No,3,3,0,0,,11,0,44,No,,0,0,44,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50,,0.00,,44.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.5,1.0,2.5,1.4,#NAME?,100%,2,46%,3,9%,Yes,28%,Yes,No,No,,Recurring,40%,B2B,24%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1776148,EV Trail,05/20/2019 2:08 PM,Razitall,https://www.razitall.com/pitch/help-enable-electric-vehicle-road-travel-in-the-us,https://www.sec.gov/Archives/edgar/data/1776148/000166828719000015/xslC_X01/primary_doc.xml,5/20/2019,EV Trail LLC,EV Trail,,Automotive,CleanTech,Early,Seed,RegCF,,CAFES,,,,"$760,000",0%,"$760,000",760000,#NAME?,Recurring,B2B2C,High Growth,Yes,Low,High,No,,11740000000,#NAME?,832000000,#NAME?,0.32,#NAME?,5-10,Low,Low,Similar to others,,,Yes,No,No,No,$0,#NAME?,32,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,1,No,No,No,No,0,3,0,0,,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,42.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,3,9%,No,72%,No,No,No,,Recurring,40%,B2B2C,7%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1742637,C Meyers Feldman & Co,06/06/2019 10:54 AM,CrowdSource Funded,https://crowdsourcefunded.com/offerings/13/cycles/13,https://www.sec.gov/Archives/edgar/data/1742637/000168316819001803/xslC_X01/primary_doc.xml,6/5/2019,C. Meyers Feldman & Co.,CMF,,Insurance,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$5,000,000",,,,5000000,#NAME?,Recurring,B2B,Life Style,Yes,Low,Low,No,,6.21142E+11,#NAME?,2.44E+11,#NAME?,0.05,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$782,715",#NAME?,0,0,#NAME?,1,#NAME?,Profitable,,No,0,1,Yes,No,No,No,2,9,0,0,,24,1,72,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,,1.00,,72.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,3.3,2.0,5.3,3.6,#NAME?,100%,1,46%,9,6%,Yes,28%,No,No,No,,Recurring,40%,B2B,24%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1768911,SanMelix Laboratories,06/20/2019 8:24 AM,StartEngine,https://www.startengine.com/sanmelix,https://www.sec.gov/Archives/edgar/data/1768911/000166516020000035/xslC_X01/primary_doc.xml,1/13/2020,"SanMelix Laboratories, Inc.",SanMelix,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$6,561,600",,,,6561600,#NAME?,Transactional,B2B,Life Style,Yes,Low,Low,No,,10970000000,#NAME?,10970000000,#NAME?,0.05,#NAME?,< 5,High,Low,Obviously better than others,,,Yes,Yes,Yes,No,$0,#NAME?,24248,500686,#NAME?,0.048429555,#NAME?,Pre-Revenue,,Yes,1,2,Yes,Yes,No,No,3,2,3,0,,34,0,58,Yes,,0,0,60,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,,0.00,,59.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.6,1.0,3.6,2.3,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Transactional,60%,B2B,24%,Low,47%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1787023,LEAF & ASH,09/18/2019 10:04 AM,Fundanna,https://fundanna.com/equity/offer-summary/LEAFandASH,https://www.sec.gov/Archives/edgar/data/1787023/000178702320000001/xslC_X01/primary_doc.xml,1/14/2020,Leat & Ash LLC,Leaf & Ash,,Real Estate & Construction,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$3,998,304",0%,"$3,998,304",3998304,#NAME?,Recurring,B2B,Life Style,Yes,High,High,No,,2E+11,#NAME?,345000000,#NAME?,0.16,#NAME?,< 5,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,514,0,#NAME?,1,#NAME?,Pre-Product,,No,0,1,No,Yes,No,No,2,1,0,0,,0,0,44,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,44.00,#NAME?,,#NAME?,1.0,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,1,8%,No,72%,Yes,No,No,,Recurring,40%,B2B,24%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1775538,Liberty Access Technologies,09/20/2019 10:17 AM,StartEngine,https://www.startengine.com/liberty-plugins-inc,https://www.sec.gov/Archives/edgar/data/1775538/000166516020000105/xslC_X01/primary_doc.xml,2/12/2020,"Liberty PlugIns, Inc.",Liberty Access Technologies,,Automotive,CleanTech,Growth,Series A,RegCF,,Equity - Common,,,"$19,201,088",,,,19201088,#NAME?,Recurring,B2B,High Growth,Yes,Low,High,No,,50000000000,#NAME?,11000000000,#NAME?,0.3,#NAME?,20-30,High,Low,Similar to others,,,Yes,Yes,Yes,Yes,"$813,613",#NAME?,6280,3182473,#NAME?,0.001973308,#NAME?,Pre-Profit,,No,0,1,Yes,No,No,No,1,5,0,0,,30,0,67,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,0.00,,67.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,3.9,1.0,4.9,3.2,#NAME?,100%,1,46%,5,13%,Yes,28%,No,No,No,,Recurring,40%,B2B,24%,Low,47%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1777011,SoapSox,09/20/2019 10:27 AM,StartEngine,https://www.startengine.com/soapsox,https://www.sec.gov/Archives/edgar/data/1777011/000166516020000152/xslC_X01/primary_doc.xml,2/21/2020,Phillips Entertainment Group Inc.,SoapSox,,Consumer Goods & Services,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$6,200,000",,,,6200000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,7980000000,#NAME?,4980000000,#NAME?,0.08,#NAME?,< 5,High,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$759,911",#NAME?,691,466986,#NAME?,0.001479702,#NAME?,Pre-Profit,,Yes,9,1,No,No,Yes,No,1,2,0,0,,9,0,43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,,0.00,,43.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.9,1.0,2.9,1.7,#NAME?,100%,1,46%,2,16%,No,72%,No,Yes,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1784186,Boyish Records,09/23/2019 10:03 AM,WeFunder,https://wefunder.com/boyishrecords,https://www.sec.gov/Archives/edgar/data/1784186/000167025419000508/xslC_X01/primary_doc.xml,9/6/2019,"Boyish Records, Inc.",Boyish Records,,Music,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000",0%,"$5,000,000",5000000,#NAME?,Transactional,B2B,Life Style,Yes,Low,Low,No,,2000000000,#NAME?,2000000000,#NAME?,0.09,#NAME?,> 50,Low,Low,Similar to others,,,Yes,No,No,No,$500,#NAME?,49,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,2,Yes,Yes,Yes,No,3,2,0,0,,0,0,37,Yes,,4,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,1.00,,37.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.2,2.0,3.2,1.9,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,Yes,No,,Transactional,60%,B2B,24%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1777204,HelloAva,09/24/2019 10:32 AM,Republic,https://republic.co/helloava,https://www.sec.gov/Archives/edgar/data/1777204/000177720419000008/xslC_X01/primary_doc.xml,11/1/2019,"HelloAva, Inc.",HelloAva,,Apparel & Fashion,FashionTech,Early,Seed,RegCF,,SAFE,,,,"$15,000,000",0%,"$15,000,000",15000000,#NAME?,Transactional,B2C,High Growth,Yes,Low,Low,No,,1.35E+11,#NAME?,5600000000,#NAME?,0.04,#NAME?,10-20,Low,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$72,144",#NAME?,56156,917981,#NAME?,0.061173379,#NAME?,Pre-Profit,,Yes,80,3,Yes,Yes,Yes,No,9,17,1,0,,4,0,31,Yes,,3,0,27,No,,3,0,32,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,0.00,,30.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,1.0,2.3,1.2,#NAME?,100%,3,4%,17,0%,Yes,28%,Yes,Yes,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1762281,Elastico Tequila Grille Co,09/27/2019 1:50 PM,Razitall,https://www.razitall.com/pitch/elastico-tequila-craft-distillery-kc-bbq,https://www.sec.gov/Archives/edgar/data/1762281/000166828719000056/xslC_X01/primary_doc.xml,9/27/2019,Elastic Tequila Grille Co,Elastico Tequila Mirco Distillery,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$3,960,000",0%,"$3,960,000",3960000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,,1.142E+11,#NAME?,27600000000,#NAME?,0.04,#NAME?,> 50,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,0,21700,#NAME?,1,#NAME?,Pre-Product,,No,0,1,Yes,No,Yes,No,2,7,0,0,,6,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,0.00,,27.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,1.0,2.6,1.4,#NAME?,100%,1,46%,7,4%,Yes,28%,No,Yes,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1751525,Layali,09/30/2019 10:03 AM,Republic,https://republic.co/layali,https://www.sec.gov/Archives/edgar/data/1785176/000178517619000002/xslC_X01/primary_doc.xml,12/20/2019,Layali LLC,Layali,,"Food, Beverage, & Restaurants",CommerceTech,Growth,Seed,RegCF,,SAFE,,,,"$2,500,000",20%,"$2,000,000",2000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,21959000000,#NAME?,246655000,#NAME?,0.09,#NAME?,5-10,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$109,413",#NAME?,710,0,#NAME?,1,#NAME?,Profitable,,No,0,1,No,Yes,Yes,No,1,1,0,0,,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,30.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,1,8%,No,72%,Yes,Yes,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1752095,Slumber Bump,10/01/2019 11:36 AM,Mr. Crowd,https://www.mrcrowd.com/company/SB,https://www.sec.gov/Archives/edgar/data/1752095/000166610219000021/xslC_X01/primary_doc.xml,10/21/2019,"Slumber Bump, LLC",Slumber Bump,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$5,000,000",,,,5000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,,84200000000,#NAME?,84200000000,#NAME?,0.07,#NAME?,5-10,Low,Low,Similar to others,,,No,No,Yes,Yes,"$199,139",#NAME?,840,36207,#NAME?,0.023199934,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,4,0,0,,17,0,43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,,0.00,,43.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.6,1.0,3.6,2.3,#NAME?,100%,1,46%,4,12%,Yes,28%,No,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1787006,SelenBio,10/03/2019 10:34 AM,NetCapital,https://netcapital.com/companies/selenbio,https://www.sec.gov/Archives/edgar/data/1787006/000166919120000024/xslC_X01/primary_doc.xml,1/28/2020,"SelenBio, Inc.",SelenBio,,Biotechnology,BioTech,Early,Seed,RegCF,,Equity - Common,,,"$19,621,196",,,,19621196,#NAME?,Transactional,B2B,High Growth,Yes,High,High,No,,2430000000,#NAME?,2430000000,#NAME?,0.08,#NAME?,10-20,Low,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$12,142",#NAME?,27828,1602500,#NAME?,0.017365367,#NAME?,Pre-Profit,,Yes,0,2,Yes,No,No,No,4,2,4,0,,0,1,62,No,,6,0,43,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,1.00,,52.50,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,2.0,3.3,2.0,#NAME?,100%,2,46%,2,16%,Yes,28%,No,No,No,,Transactional,60%,B2B,24%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1784191,Avenify,10/03/2019 10:43 AM,Republic,https://republic.co/avenify,https://www.sec.gov/Archives/edgar/data/1784191/000178419119000003/xslC_X01/primary_doc.xml,11/6/2019,Avenify Corp.,Avenify,,Financial & Insurance Products & Services,FinTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$4,000,000",20%,"$3,200,000",3200000,#NAME?,Transactional,B2C,High Growth,Yes,Low,Low,No,,1.062E+11,#NAME?,8240000000,#NAME?,-0.03,#NAME?,> 50,Low,Low,Similar to others,,,Yes,No,No,No,$0,#NAME?,40,98560,#NAME?,0.000405844,#NAME?,Pre-Revenue,,No,0,2,No,No,No,No,2,7,0,0,,0,0,22,No,,0,0,23,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,22.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,7,4%,No,72%,No,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1790207,Bright Global Ventures,10/04/2019 1:47 PM,Razitall,https://www.razitall.com/pitch/chinese-global-real-estate-investments,https://www.sec.gov/Archives/edgar/data/1790207/000166828719000059/xslC_X01/primary_doc.xml,10/4/2019,"Bright Global Ventures (DE), Inc.",Bright Global Ventures,,Real Estate & Construction,Non-Tech,Early,Seed,RegCF,,CAFES,,,,"$7,920,000",0%,"$7,920,000",7920000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,,29925000000,#NAME?,29925000000,#NAME?,0.06,#NAME?,> 50,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,0,50000,#NAME?,1,#NAME?,Pre-Revenue,,Yes,500,1,No,Yes,No,No,2,2,0,0,,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,35.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,2,16%,No,72%,Yes,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1787345,SunVessel,10/07/2019 10:27 AM,WeFunder,https://wefunder.com/sunvessel,https://www.sec.gov/Archives/edgar/data/1787345/000167025419000518/xslC_X01/primary_doc.xml,9/11/2019,SunVessel Corp.,SunVessel,,"Transportation, Automotive, Aviation, & Aerospace",HardwareTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,"$4,000,000",4000000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,,96200000000,#NAME?,96200000000,#NAME?,0.16,#NAME?,10-20,Low,Low,Similar to others,,,Yes,No,No,No,$0,#NAME?,2243,134619,#NAME?,0.016661838,#NAME?,Pre-Product,,No,0,1,No,No,No,No,2,3,3,0,,0,1,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,1.00,,35.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,2.0,3.0,1.8,#NAME?,100%,1,46%,3,9%,No,72%,No,No,No,,Recurring,40%,B2C,41%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
